video_id,element,motion,power,speed,video_summary
36,Luft,circular,rot,6.9,"(9.152359468107377, -14.566479315970115)"
37,Erde,zigzag,rot,9.6,"(-7.932481845547381, -10.702480283756291)"
38,Luft,circular,lila,6.9,"(-1.0501333572509424, 1.9958323745356594)"
39,Erde,circular,grun,6.9,"(-1.413008637509627, 2.0532662821611822)"
40,Feuer,linear,blau,6.9,"(14.844388327643777, -7.85327852219061)"
41,Feuer,circular,lila,9.6,"(1.7052675145712897, -0.5882905086945449)"
42,Wasser,circular,gelb,6.9,"(-1.2436769651358475, -4.706429343015305)"
43,Erde,zigzag,blau,9.6,"(18.934559130343622, -13.503509008160297)"
44,Feuer,random,gelb,9.6,"(-9.221207650754007, 0.9734523011284857)"
45,Feuer,random,rot,6.9,"(-16.929941251782203, -3.6189618494340294)"
46,Erde,random,gelb,9.6,"(-0.9148599281662335, 10.484546871202017)"
47,Luft,circular,rot,9.6,"(1.635685620459757, 3.119984802213235)"
48,Boden,zigzag,grun,9.6,"(10.296447607390238, 8.450772429208644)"
49,Feuer,random,rot,9.6,"(11.439144804568073, 10.505160942414793)"
50,Wasser,shm,grun,9.6,"(4.110792105608809, -3.715254068081993)"
51,Boden,zigzag,gelb,9.6,"(17.41685004990503, 6.6157793290885785)"
52,Boden,random,lila,6.9,"(5.759969103897475, 1.4162296308955113)"
53,Boden,circular,lila,6.9,"(9.24644683708619, -2.1731453248373747)"
54,Boden,shm,lila,6.9,"(7.917200983652677, -4.80710191934638)"
55,Wasser,circular,grun,6.9,"(2.265280905124172, 0.8129796174697468)"
56,Feuer,linear,rot,9.6,"(7.539777613688912, -0.9278758546048955)"
57,Luft,shm,rot,9.6,"(-0.8213919135949972, -2.598471791466597)"
58,Luft,zigzag,grun,6.9,"(1.7739109506848756, 0.4613882530403508)"
59,Erde,shm,lila,9.6,"(2.9088726129690414, 0.13822638606533033)"
60,Boden,zigzag,lila,9.6,"(11.442355552021112, -10.75415999348358)"
61,Boden,linear,blau,6.9,"(4.222805438357124, -2.631815914433073)"
62,Luft,circular,grun,6.9,"(-0.5207260374739278, -2.72973847899636)"
63,Wasser,circular,blau,9.6,"(-0.785088086091271, 7.008335931388725)"
64,Erde,zigzag,lila,6.9,"(1.6876676094651728, 3.236241688681755)"
65,Luft,circular,rot,6.9,"(-4.688383634281159, -3.994625111281149)"
66,Luft,circular,rot,9.6,"(13.74459012069628, 3.0015768128978415)"
67,Luft,circular,blau,6.9,"(-12.136052153557767, -2.000815166319196)"
68,Erde,circular,lila,6.9,"(5.96110804210883, 4.215209553977505)"
69,Wasser,circular,blau,6.9,"(-3.2013353240770392, -16.89056712945919)"
70,Boden,shm,rot,6.9,"(2.88787517900073, 2.787898711404427)"
71,Boden,zigzag,grun,9.6,"(-4.892047455478981, -5.1012634886917105)"
72,Erde,linear,lila,6.9,"(4.091963620739563, -11.940984488833525)"
73,Luft,random,blau,6.9,"(-10.90013738231757, 17.81498991736395)"
74,Feuer,zigzag,lila,6.9,"(6.431627186932733, 4.871787707032315)"
75,Feuer,circular,blau,6.9,"(10.635487550164491, 6.621505773986858)"
76,Luft,linear,grun,6.9,"(4.502907832366063, -4.677287798171552)"
77,Boden,circular,gelb,9.6,"(7.377153135561802, 11.342245893865215)"
78,Wasser,zigzag,rot,9.6,"(6.064467321216899, -1.1939100609399524)"
79,Luft,zigzag,grun,9.6,"(0.2530874494264381, -4.68875863427802)"
80,Luft,shm,grun,6.9,"(-1.8575264129845976, -3.2497936375834833)"
81,Feuer,circular,gelb,9.6,"(17.808409751024584, 6.824292454028299)"
82,Erde,linear,rot,9.6,"(-4.138491376561088, 6.872448506577999)"
83,Erde,circular,gelb,6.9,"(6.065977297700059, 3.7042583314321327)"
84,Wasser,shm,gelb,9.6,"(0.5223783895286545, 1.13055833811514)"
85,Boden,circular,grun,9.6,"(-1.7668333409355554, 1.070004100035998)"
86,Erde,zigzag,gelb,6.9,"(17.90458053377312, 8.333252487116926)"
87,Erde,shm,blau,9.6,"(6.688042102668135, 7.326521452344611)"
88,Boden,zigzag,grun,9.6,"(13.632302397288392, -2.0653512377138945)"
89,Feuer,circular,rot,9.6,"(-11.90320166751971, 18.92668951906671)"
90,Erde,shm,blau,9.6,"(3.409465928648924, 5.3941468353952935)"
91,Feuer,random,blau,9.6,"(13.713966056035382, 9.472576316371875)"
92,Boden,zigzag,grun,9.6,"(20.885479023049086, -0.3453159336361544)"
93,Boden,circular,rot,6.9,"(5.791324722200482, -3.3836628645090094)"
94,Feuer,circular,rot,9.6,"(9.294839152229333, -1.1486003423487965)"
95,Wasser,linear,grun,9.6,"(-12.558924675528491, -2.138424774417171)"
96,Feuer,random,grun,6.9,"(-21.79908773338059, -2.000879483850941)"
97,Feuer,circular,lila,9.6,"(-22.513324406281736, -1.7139380404545541)"
98,Wasser,shm,lila,6.9,"(2.6765219193428678, 0.5085731065461729)"
99,Boden,random,lila,9.6,"(8.305843592950037, -5.791780064895217)"
100,Boden,circular,lila,6.9,"(3.0959020045753753, -5.801697571104224)"
101,Luft,circular,rot,6.9,"(2.9940567861874676, -16.02994378887421)"
102,Feuer,shm,lila,6.9,"(3.430297534985492, 0.8433383912534289)"
103,Feuer,random,grun,9.6,"(17.149915306333504, -7.240100609319871)"
104,Boden,shm,lila,6.9,"(-0.3804560194608655, -0.47952219729928913)"
105,Erde,shm,gelb,9.6,"(0.45078991028111304, 1.090831547224301)"
106,Feuer,random,blau,6.9,"(-24.712985835167313, 7.993978337772493)"
107,Wasser,circular,gelb,9.6,"(1.9661275891571854, 0.4149436140133105)"
108,Boden,zigzag,gelb,6.9,"(-10.751680945728086, 16.026739621085166)"
109,Luft,circular,blau,6.9,"(-3.4413262918465364, -8.926383766240946)"
110,Erde,linear,rot,9.6,"(2.191833033590349, 5.758041133406568)"
111,Feuer,random,blau,9.6,"(28.343426301365092, -3.592143100433411)"
112,Erde,linear,blau,9.6,"(-15.53624180190912, -29.26156020816596)"
113,Feuer,linear,blau,6.9,"(-19.934105029296926, -3.4469962781100882)"
114,Luft,circular,gelb,9.6,"(8.63104129127284, -3.447362935980294)"
115,Wasser,shm,blau,9.6,"(8.505818159303953, -7.579211354525466)"
116,Feuer,random,rot,9.6,"(13.491153617188864, -18.52668686959543)"
117,Boden,zigzag,blau,9.6,"(6.795974905183023, 8.552640092199457)"
118,Feuer,circular,blau,9.6,"(-6.202515703272322, -3.531528428488137)"
119,Erde,random,grun,9.6,"(12.819573786139038, 4.714451307402573)"
120,Boden,shm,blau,6.9,"(-8.69061538975541, -0.5393040902405488)"
121,Feuer,circular,rot,9.6,"(-0.5089628223927285, 2.6005317204544447)"
122,Luft,circular,blau,6.9,"(-9.731400882062562, -1.4122422140352846)"
123,Erde,shm,gelb,6.9,"(10.053223112761174, -4.560749322269469)"
124,Boden,shm,rot,6.9,"(-0.17496298788375242, 1.352977275865463)"
125,Feuer,circular,gelb,9.6,"(5.737583012492138, 6.679665842725381)"
126,Erde,circular,rot,9.6,"(-0.9945663824934243, 0.2404902815678156)"
127,Luft,zigzag,grun,9.6,"(3.279476689492128, 0.5081767190549762)"
128,Feuer,shm,gelb,6.9,"(2.1911284149934787, -8.339886552451432)"
129,Luft,zigzag,lila,6.9,"(0.31126832604393684, 0.1642122863332034)"
130,Feuer,linear,blau,9.6,"(-5.156816135025233, 27.876224221949986)"
131,Luft,circular,rot,6.9,"(-4.435417120481672, -10.518830474961039)"
132,Erde,circular,lila,6.9,"(-2.3672064738807457, 6.320184684211956)"
133,Luft,circular,gelb,9.6,"(6.184125434739041, -2.44498988024851)"
134,Wasser,circular,lila,6.9,"(-1.1159587773515263, 2.3548378347714056)"
135,Wasser,linear,gelb,9.6,"(-6.6143181005254235, 7.5003548846954935)"
136,Luft,zigzag,lila,6.9,"(-9.944640233529633, -12.468035923686909)"
137,Wasser,shm,rot,9.6,"(4.609613161147838, 0.31484075962315927)"
138,Luft,circular,rot,6.9,"(6.6791866133373325, -3.2328102318889975)"
139,Boden,circular,gelb,6.9,"(3.3382578500228774, -2.9094520559693713)"
140,Boden,linear,lila,6.9,"(-4.439738558175545, 1.4254337047950436)"
141,Wasser,circular,blau,9.6,"(2.4619104522476754, -19.605921928096585)"
142,Erde,zigzag,blau,9.6,"(-6.6921204630051605, 8.876697794156367)"
143,Erde,zigzag,grun,9.6,"(1.1137233594545037, 0.36954005153123504)"
144,Erde,random,grun,9.6,"(4.14827210901246, -3.648602742211324)"
145,Wasser,shm,lila,6.9,"(-2.0215122048992527, -0.6982338001746093)"
146,Erde,shm,gelb,9.6,"(6.736124791503499, 2.513573484738604)"
147,Erde,random,rot,9.6,"(16.24853588739426, 7.0301344723577905)"
148,Feuer,circular,rot,6.9,"(-1.623236095878724, -2.0922026176113206)"
149,Wasser,linear,gelb,9.6,"(-4.495648509499421, -6.397606147698923)"
150,Erde,circular,grun,9.6,"(-2.934058176363873, -4.93999831307919)"
151,Feuer,random,gelb,6.9,"(-19.391716900878123, 1.8439118472663019)"
152,Erde,circular,blau,6.9,"(-1.8583496249490636, 7.256137966220539)"
153,Erde,zigzag,lila,9.6,"(-0.11624472324116297, -6.131513850661346)"
154,Boden,random,grun,9.6,"(-6.075250429866227, -7.538692019963246)"
155,Boden,circular,lila,6.9,"(-5.0488663232545115, -2.789393379415465)"
156,Wasser,random,lila,9.6,"(-5.938334894117837, 11.693047994973998)"
157,Luft,zigzag,grun,6.9,"(-6.416397678082635, -7.6768971624698885)"
158,Boden,shm,gelb,9.6,"(-13.692920756005497, -10.345148468002769)"
159,Boden,zigzag,blau,6.9,"(-4.852323341067185, 20.623589679482865)"
160,Luft,linear,rot,9.6,"(-10.807857707565315, 2.3595213289885884)"
161,Boden,circular,lila,6.9,"(2.7478979761366418, -2.712371161925166)"
162,Luft,shm,blau,6.9,"(3.67317172516762, -0.5672712068242696)"
163,Luft,zigzag,blau,6.9,"(1.299589046496056, -3.6034017653461277)"
164,Erde,shm,gelb,9.6,"(2.2005120917499283, -2.1779038021693076)"
165,Erde,random,grun,9.6,"(5.650194447233545, -1.5346401346833858)"
166,Luft,circular,rot,6.9,"(-0.6806927018351416, -8.662811025975106)"
167,Erde,zigzag,rot,9.6,"(6.56048469485242, -15.028989393525556)"
168,Luft,linear,gelb,6.9,"(-9.06312255865379, 8.363678521039507)"
169,Luft,circular,rot,6.9,"(10.751621489224075, -6.54366857289077)"
170,Boden,linear,rot,9.6,"(-8.416573762853298, -13.880236439471085)"
171,Feuer,linear,gelb,6.9,"(-2.84924599462445, 2.937967559554078)"
172,Feuer,circular,gelb,6.9,"(0.2100925234188189, -3.8199270398306275)"
173,Feuer,circular,blau,9.6,"(-2.2959393260973613, -6.645223631696911)"
174,Luft,linear,lila,6.9,"(4.340950504685686, -4.061013339922063)"
175,Feuer,circular,blau,9.6,"(-6.010059780208595, -17.758199157486835)"
176,Wasser,random,grun,9.6,"(16.29773821835351, -6.631355351784023)"
177,Boden,zigzag,gelb,6.9,"(7.207337779304503, 16.33399484546435)"
178,Wasser,shm,gelb,9.6,"(15.833490950214134, 0.21728367081945166)"
179,Boden,linear,lila,9.6,"(0.535414011295984, -4.81108129715026)"
180,Boden,shm,lila,6.9,"(-1.57266219551461, 1.6976732792111662)"
181,Feuer,random,grun,9.6,"(5.565341809498193, 2.7692571672465185)"
182,Boden,shm,gelb,6.9,"(-3.618703609133842, 3.019722031943285)"
183,Luft,random,lila,6.9,"(2.2166720825280173, -4.565601858889451)"
184,Feuer,circular,lila,6.9,"(5.824604851372129, 2.3737104450270046)"
185,Wasser,circular,grun,9.6,"(-6.422724080840329, -0.5048018811275128)"
186,Wasser,random,lila,9.6,"(-0.4203366088909206, -4.709458335810677)"
187,Erde,circular,grun,9.6,"(0.29478594351625276, -6.10264337433755)"
188,Wasser,circular,blau,6.9,"(10.824932504658385, -10.222631204341337)"
189,Wasser,random,lila,9.6,"(-3.579068394308365, -4.602991611050605)"
190,Luft,circular,rot,9.6,"(1.2259015385474825, 2.766637828581384)"
191,Boden,zigzag,grun,6.9,"(4.566219614026721, -5.589690043238576)"
192,Luft,linear,grun,9.6,"(8.626299817404622, 1.3286575286706466)"
193,Feuer,random,grun,9.6,"(13.752750352034049, -10.364405048330372)"
194,Erde,linear,gelb,9.6,"(10.07329162908766, 2.249081937116994)"
195,Wasser,circular,blau,6.9,"(-10.382683207108489, -4.752566602522858)"
196,Luft,circular,gelb,6.9,"(9.838138745993874, -9.803388575455418)"
197,Erde,circular,grun,6.9,"(-3.4996348401551387, 2.3051118031875752)"
198,Wasser,circular,blau,6.9,"(-14.152399938622713, -6.577441497577237)"
199,Feuer,random,blau,6.9,"(25.78518117394887, 0.8432742056319675)"
200,Erde,circular,lila,9.6,"(-8.416478748461982, -2.096666665637681)"
201,Boden,circular,grun,9.6,"(2.3125639185206595, 0.17946208080330806)"
202,Feuer,linear,rot,9.6,"(0.623664448225135, 15.015217679244106)"
203,Wasser,shm,gelb,6.9,"(-0.09649751415085461, -7.4582017512205425)"
204,Boden,random,blau,6.9,"(5.533773753866541, 0.2641581158278541)"
205,Wasser,linear,grun,9.6,"(-6.208890404906967, -1.1131553473907694)"
206,Erde,random,gelb,9.6,"(6.362048789014445, 21.215952546782365)"
207,Feuer,zigzag,lila,9.6,"(1.0935469173792036, 3.5378538391174565)"
208,Boden,zigzag,grun,9.6,"(12.217120505749953, 2.726123758017753)"
209,Wasser,shm,blau,6.9,"(12.921657083040486, -3.5347202245213047)"
210,Feuer,linear,blau,9.6,"(3.840920588448455, -15.751145068207055)"
211,Erde,shm,rot,9.6,"(10.159210198971316, 1.179770299186142)"
212,Wasser,linear,rot,9.6,"(-4.774264438136681, -5.430297433459103)"
213,Feuer,circular,rot,9.6,"(-7.994348071523946, 18.39256088506708)"
214,Feuer,shm,rot,9.6,"(-15.397578489271872, 10.553998084384151)"
215,Feuer,random,blau,6.9,"(8.965153026226133, -15.640796173372996)"
216,Feuer,circular,blau,6.9,"(3.758453899758859, 2.21968842467248)"
217,Feuer,random,blau,6.9,"(-34.00115011454591, -31.075989751931527)"
218,Feuer,random,blau,9.6,"(7.815257710859662, -9.884159734742564)"
219,Wasser,circular,blau,9.6,"(3.9867925058812297, -0.6549923762960219)"
220,Erde,random,grun,9.6,"(40.83079250082968, -5.586580452249233)"
221,Boden,circular,blau,9.6,"(4.2532712986433765, 1.6473796190602812)"
222,Boden,circular,lila,6.9,"(0.634828016530534, -4.3092346386591664)"
223,Luft,circular,lila,6.9,"(-6.821932234071628, 1.9074840284141459)"
224,Erde,shm,lila,9.6,"(-4.132608064690066, 3.350510667150811)"
225,Wasser,shm,rot,6.9,"(-3.118993375216597, 0.8181344982576952)"
226,Erde,circular,lila,9.6,"(-2.175802987790661, -6.506177243299078)"
227,Boden,circular,lila,9.6,"(-5.056790251883125, 2.1493103398994897)"
228,Wasser,circular,gelb,9.6,"(18.713719969955676, 2.3240287364664773)"
229,Luft,circular,gelb,6.9,"(7.289832045050414, -8.38380227354985)"
230,Boden,shm,blau,9.6,"(6.739562387931571, -13.897684064361325)"
231,Luft,shm,lila,6.9,"(0.10080487897251444, 0.7181171488631826)"
232,Erde,random,blau,9.6,"(0.4257088569051106, -3.472358576288933)"
233,Wasser,shm,blau,6.9,"(-5.21997963923404, -2.748014308386079)"
234,Feuer,zigzag,lila,6.9,"(3.7458231361489496, -8.98910717886763)"
235,Luft,zigzag,lila,9.6,"(3.223377747194366, 0.4372659728831927)"
236,Erde,linear,grun,9.6,"(-0.2036889584700532, 3.156891359360035)"
237,Erde,circular,blau,9.6,"(-6.575309820513276, -11.877249683422956)"
238,Wasser,random,grun,6.9,"(-1.6265094120986348, -9.379110064633824)"
239,Boden,random,lila,6.9,"(15.797558261109586, 0.2638318953766081)"
240,Feuer,random,blau,9.6,"(21.05774436993638, -8.426392774412193)"
241,Luft,linear,rot,6.9,"(2.2063744861486043, -13.009667009931881)"
242,Boden,linear,rot,6.9,"(3.188956875061564, 1.64682947286434)"
243,Boden,shm,blau,6.9,"(-0.5398086278117731, -7.7994842585938144)"
244,Boden,shm,grun,6.9,"(2.9735872072769, -4.11640162394016)"
245,Feuer,circular,blau,9.6,"(2.422868134470704, -20.141452437391706)"
246,Wasser,circular,blau,9.6,"(-5.668693952613067, -25.380429437958266)"
247,Feuer,shm,gelb,6.9,"(8.116006463504423, 5.0253136287804985)"
248,Wasser,shm,rot,9.6,"(1.2065130618091793, 3.7382019824632913)"
249,Luft,shm,grun,9.6,"(-0.49703421597850195, -1.7538842822794187)"
250,Luft,zigzag,grun,9.6,"(-5.596007368321995, 7.723853942289882)"
251,Boden,shm,lila,9.6,"(-1.0518051197046923, -2.6071427099223463)"
252,Luft,circular,grun,6.9,"(0.45031067383713363, -4.505601452709694)"
253,Wasser,circular,grun,6.9,"(2.8329349382209017, -1.2871851661444147)"
254,Feuer,circular,blau,6.9,"(7.046164078778702, 5.747233745081989)"
255,Boden,circular,blau,6.9,"(3.7229366950127414, -2.0948995914361426)"
256,Erde,random,blau,9.6,"(-6.815770169835352, -21.489411244057955)"
257,Boden,linear,grun,6.9,"(6.135977074594436, 0.6453612543378071)"
258,Wasser,zigzag,grun,6.9,"(-2.6062467572315313, -5.519252579426389)"
259,Erde,circular,rot,6.9,"(-2.244880620570747, -0.7752468502467345)"
260,Luft,zigzag,lila,6.9,"(-0.2898471630146666, 8.108488304273866)"
261,Feuer,zigzag,grun,6.9,"(5.053654970707818, 5.776832917090314)"
262,Luft,zigzag,rot,6.9,"(-1.2863866603998346, -17.18808087269967)"
263,Luft,circular,lila,9.6,"(-1.0922102309447155, -3.5720674479507295)"
264,Luft,circular,lila,6.9,"(-7.671930939743062, -2.295171997493899)"
265,Feuer,circular,lila,9.6,"(-16.23820689556378, 4.899759581318538)"
266,Erde,circular,lila,6.9,"(-3.637757762150642, 1.7710818752369626)"
267,Luft,zigzag,rot,6.9,"(-4.635429191156572, -7.711139298019678)"
268,Feuer,random,grun,9.6,"(8.905803322921578, 15.88241116594742)"
269,Boden,zigzag,blau,6.9,"(-12.487992625516034, -7.658404717740083)"
270,Wasser,random,lila,6.9,"(5.161175814328303, -4.587514699621991)"
271,Boden,linear,blau,6.9,"(4.604676127354637, 4.841544689555672)"
272,Feuer,circular,gelb,9.6,"(-0.7723359162414205, 1.9433836090828258)"
273,Feuer,random,gelb,6.9,"(0.8747423556807057, -9.360438823100647)"
274,Feuer,linear,gelb,6.9,"(-3.5421650589251, 9.410150367797957)"
275,Feuer,zigzag,gelb,6.9,"(1.9229470361778382, -0.931058824236441)"
276,Luft,zigzag,lila,6.9,"(2.3448979070988187, 4.041901560285854)"
277,Feuer,random,rot,9.6,"(4.758228365972322, -4.162085771212716)"
278,Feuer,linear,lila,6.9,"(2.8959246735927167, -14.265263814853055)"
279,Luft,zigzag,rot,6.9,"(-0.0453196451050033, -0.33625865117116405)"
280,Feuer,shm,lila,9.6,"(-9.907057640514882, 0.9063350664286141)"
281,Wasser,random,gelb,6.9,"(0.4022593224550164, 18.88079134900352)"
282,Feuer,random,lila,6.9,"(2.997136070883059, 11.917585179067107)"
283,Boden,zigzag,blau,9.6,"(32.709571270138454, 3.7626217688044825)"
284,Boden,shm,grun,6.9,"(3.8886208336012515, -0.48524966438204586)"
285,Erde,random,gelb,6.9,"(-16.59970511511387, 14.057654627028139)"
286,Boden,zigzag,lila,9.6,"(3.5159990999080435, -12.355059831615517)"
287,Feuer,circular,rot,9.6,"(-22.542843952038734, 8.925618787269105)"
288,Feuer,random,gelb,6.9,"(2.4828759934106515, -23.286394489298146)"
289,Wasser,circular,blau,9.6,"(3.7193689471487836, 4.459293791924669)"
290,Feuer,zigzag,blau,6.9,"(-4.727474983047587, -12.19124117556774)"
291,Luft,linear,gelb,6.9,"(-5.530186576464452, -0.7098743126822882)"
292,Luft,linear,gelb,6.9,"(-1.0499072679031904, -6.52122633899403)"
293,Luft,zigzag,rot,6.9,"(-9.16751560096928, -2.337558822859936)"
294,Wasser,circular,blau,6.9,"(-0.6829286225806754, 2.1817025771646605)"
295,Feuer,linear,lila,6.9,"(2.666315663118297, -11.191062365336347)"
296,Feuer,shm,blau,6.9,"(12.329363995559682, -2.574179781506512)"
297,Wasser,zigzag,blau,6.9,"(8.265753511184872, 6.265941899345659)"
298,Wasser,linear,rot,6.9,"(-11.676381460575396, -9.70206987270311)"
299,Erde,zigzag,rot,9.6,"(-0.5455141916974924, 0.3462045147726798)"
300,Feuer,shm,rot,6.9,"(-1.4151682885565862, -0.9109381724775893)"
301,Erde,zigzag,grun,6.9,"(-5.051375028708165, -2.25423306265262)"
302,Boden,circular,lila,9.6,"(4.418351958627568, 10.370691961651136)"
303,Luft,linear,rot,9.6,"(-8.669128982201832, 3.2833581732312673)"
304,Boden,zigzag,grun,9.6,"(-0.537271711656345, 6.534385131353471)"
305,Wasser,circular,grun,6.9,"(3.5943184349744044, -2.5235820846499983)"
306,Erde,zigzag,lila,6.9,"(-0.9846826379519342, -3.15770394428505)"
307,Feuer,shm,rot,6.9,"(1.5821528461709136, 6.764419054715251)"
308,Erde,random,rot,6.9,"(13.548588756422312, -1.0684141332633423)"
309,Feuer,circular,lila,9.6,"(0.14165006737401242, 3.6412783509085678)"
310,Luft,zigzag,grun,9.6,"(4.690860094925782, 8.617933581095816)"
311,Erde,random,rot,6.9,"(-22.910710767642556, 7.103753402168142)"
312,Wasser,shm,lila,6.9,"(3.3610029619634503, 7.619982003471119)"
313,Erde,random,rot,9.6,"(-15.236403609835545, -1.3865645732632395)"
314,Erde,linear,grun,6.9,"(-1.6979140106923793, 7.550279558418648)"
315,Luft,linear,rot,6.9,"(0.8794516916837054, -7.857578748802425)"
316,Wasser,circular,rot,9.6,"(4.495937251304614, 2.1659225987941007)"
317,Boden,zigzag,gelb,9.6,"(1.5020995791423069, 21.843643917946945)"
318,Feuer,zigzag,lila,6.9,"(-4.070636207626702, 7.822515070142547)"
319,Luft,circular,blau,6.9,"(4.9512911431286994, 1.1633529976287917)"
320,Wasser,circular,gelb,9.6,"(30.658397263133942, -0.45695885775280587)"
321,Luft,circular,blau,6.9,"(-14.042554056447742, -15.2983150565459)"
322,Boden,circular,lila,9.6,"(-0.20035583356040476, 13.261179356413283)"
323,Boden,circular,lila,9.6,"(2.8286270404579277, 11.985182702047556)"
324,Erde,circular,lila,6.9,"(-2.668630983391594, 2.4685799695833133)"
325,Feuer,shm,rot,6.9,"(-3.3825896516194938, 4.643929543162873)"
326,Luft,circular,rot,6.9,"(-2.735646579653551, 4.030760383565674)"
327,Feuer,circular,grun,9.6,"(0.8157106194917887, -3.2481853416824116)"
328,Erde,linear,blau,6.9,"(-0.4992536471687501, 5.773532110573566)"
329,Wasser,shm,rot,6.9,"(-5.758912179042184, -0.3079247060823178)"
330,Boden,circular,grun,6.9,"(4.224411575480069, 2.5849815957168083)"
331,Luft,circular,rot,6.9,"(3.586344739328972, 2.3048523618887025)"
332,Wasser,random,grun,6.9,"(-6.509254577414156, 0.03394533193997873)"
333,Boden,linear,rot,9.6,"(-6.276073918679607, -15.637034298273457)"
334,Boden,circular,lila,9.6,"(-2.809080457315183, 2.987464019038544)"
335,Wasser,linear,gelb,6.9,"(-4.224687306279897, 8.431401073016989)"
336,Luft,linear,grun,9.6,"(-0.5885518520375008, -4.088194751665586)"
337,Boden,shm,gelb,9.6,"(6.597045838507476, -13.036237839829845)"
338,Feuer,zigzag,blau,9.6,"(-7.376251262280903, -7.167425566144608)"
339,Feuer,linear,grun,9.6,"(5.993735297459075, -8.330867006012443)"
340,Boden,linear,rot,9.6,"(9.017459883863928, -3.5717387950516972)"
341,Boden,circular,grun,6.9,"(0.22964263783381966, -1.34215745149951)"
342,Luft,linear,gelb,9.6,"(14.306933142980462, 1.6863704923673701)"
343,Boden,circular,gelb,9.6,"(10.372892303655359, 14.915053804527734)"
344,Luft,circular,blau,6.9,"(-0.35632006266117244, -5.577500859079482)"
345,Feuer,linear,blau,9.6,"(9.535779705080923, -4.943878532983653)"
346,Wasser,linear,lila,9.6,"(-1.489614009360352, -6.097905631527976)"
347,Erde,random,lila,9.6,"(-1.4754312327212205, -2.3199772991910983)"
348,Boden,shm,rot,9.6,"(-6.50706141493464, 3.1523953700953378)"
349,Boden,circular,grun,6.9,"(-0.13357964603589423, -2.5693742580304466)"
350,Luft,circular,rot,9.6,"(-3.8044168694367055, 3.716387861110679)"
351,Feuer,random,rot,6.9,"(-2.545578991335752, -5.005093533343455)"
352,Boden,zigzag,grun,9.6,"(4.457433239178087, -3.4273174132311084)"
353,Erde,random,grun,9.6,"(2.048188891818107, 12.253305811351527)"
354,Luft,circular,blau,6.9,"(1.753979119274863, 1.3075831618342058)"
355,Wasser,shm,rot,9.6,"(4.018327235382163, -0.4706370708695786)"
356,Wasser,random,grun,6.9,"(10.352610401754639, 9.794747437428416)"
357,Wasser,shm,blau,9.6,"(8.28939650499506, -5.746187051655625)"
358,Feuer,shm,lila,6.9,"(-3.449724053645518, 3.908907462503553)"
359,Wasser,random,lila,9.6,"(11.217094208567328, -6.077077408549133)"
