video_id,element,motion,power,speed,video_summary
32,Erde,linear,rot,9.6,"(8.806318, -0.39122263)"
33,Wasser,circular,rot,9.6,"(2.1767757, -0.22194594)"
34,Feuer,random,rot,9.6,"(1.4665383, 0.09604636)"
35,Wasser,random,grun,9.6,"(2.0965784, 1.0398259)"
36,Luft,circular,gelb,6.9,"(12.721635, -2.5489647)"
37,Luft,zigzag,gelb,9.6,"(0.25499895, -1.7406546)"
38,Erde,circular,lila,6.9,"(2.0016787, 1.293424)"
39,Erde,circular,grun,6.9,"(1.9113742, 1.3362994)"
40,Erde,linear,blau,6.9,"(2.3154845, 0.78246623)"
41,Feuer,circular,lila,9.6,"(2.1008537, 0.98682535)"
42,Wasser,circular,gelb,6.9,"(1.134584, -5.7578588)"
43,Luft,zigzag,blau,9.6,"(1.9198925, 0.5880799)"
44,Boden,random,gelb,9.6,"(1.4441776, 0.28018042)"
45,Erde,random,rot,6.9,"(1.7718575, -0.34998205)"
46,Luft,random,gelb,6.9,"(0.41749027, 0.9843397)"
47,Luft,circular,rot,9.6,"(2.2030349, -0.32215056)"
48,Luft,zigzag,grun,9.6,"(2.113213, 1.1864685)"
49,Wasser,random,rot,9.6,"(2.317547, 0.84877264)"
50,Wasser,shm,grun,9.6,"(2.429556, 1.3247035)"
51,Boden,zigzag,gelb,9.6,"(-1.3767494, 6.1685805)"
52,Boden,random,lila,6.9,"(2.1259935, 1.2309799)"
53,Boden,circular,lila,6.9,"(2.1043637, 1.1010693)"
54,Boden,shm,lila,6.9,"(2.076379, 1.1622725)"
55,Wasser,circular,grun,6.9,"(2.7290344, 0.8795978)"
56,Feuer,linear,rot,9.6,"(9.927489, -0.6900922)"
57,Luft,shm,rot,9.6,"(5.032998, 0.4831445)"
58,Feuer,zigzag,grun,6.9,"(2.1438081, 1.2590618)"
59,Erde,shm,lila,9.6,"(2.1074421, 1.2119592)"
60,Boden,zigzag,lila,9.6,"(2.1689079, 1.2431313)"
61,Boden,linear,blau,6.9,"(1.9911426, 0.22895683)"
62,Luft,circular,grun,6.9,"(2.6891038, 0.901112)"
63,Luft,circular,blau,9.6,"(1.79449, -2.7794173)"
64,Erde,zigzag,lila,6.9,"(2.0347462, 1.2293994)"
65,Erde,circular,rot,6.9,"(6.2035074, -0.07391924)"
66,Wasser,circular,rot,9.6,"(2.1830657, -0.19634674)"
67,Luft,circular,blau,6.9,"(6.990004, -0.6221)"
68,Feuer,circular,lila,6.9,"(1.9427501, 1.3554245)"
69,Boden,circular,blau,6.9,"(6.806406, -1.7354703)"
70,Boden,shm,rot,6.9,"(3.6383252, -2.0408108)"
71,Erde,zigzag,grun,9.6,"(1.9882972, 1.4804466)"
72,Erde,linear,lila,6.9,"(2.2491646, 1.2246468)"
73,Boden,random,blau,6.9,"(3.602724, -1.4394728)"
74,Erde,zigzag,lila,6.9,"(2.0205917, 1.3656585)"
75,Feuer,circular,blau,6.9,"(0.7475205, 2.5084062)"
76,Erde,linear,grun,6.9,"(2.143593, 1.281491)"
77,Boden,circular,gelb,9.6,"(1.0191386, -3.9872448)"
78,Erde,zigzag,rot,9.6,"(3.788297, 1.0678139)"
79,Luft,zigzag,grun,9.6,"(2.1608648, 1.2960057)"
80,Luft,shm,grun,6.9,"(2.2844844, 1.1053585)"
81,Feuer,circular,gelb,9.6,"(2.0146325, -6.7119875)"
82,Feuer,linear,rot,9.6,"(-1.3916347, 15.395339)"
83,Erde,circular,gelb,6.9,"(1.1064749, -7.510832)"
84,Wasser,shm,gelb,9.6,"(10.158313, -0.19000627)"
85,Boden,circular,grun,9.6,"(2.2268937, 0.6893971)"
86,Wasser,zigzag,blau,6.9,"(3.5160675, 1.2889766)"
87,Erde,shm,blau,9.6,"(3.4816465, 2.1283462)"
88,Boden,zigzag,grun,9.6,"(1.9428463, 1.4296541)"
89,Feuer,circular,rot,9.6,"(1.9801377, -1.2212244)"
90,Erde,shm,blau,9.6,"(5.2444377, 1.0589378)"
91,Wasser,random,blau,9.6,"(1.5916001, 0.018379552)"
92,Wasser,zigzag,grun,9.6,"(2.1417184, 1.1730189)"
93,Boden,circular,rot,6.9,"(1.1019207, -1.90547)"
94,Erde,circular,rot,9.6,"(2.2394087, -0.6098997)"
95,Luft,linear,grun,9.6,"(1.7677584, 1.3200743)"
96,Boden,random,blau,6.9,"(2.367642, 0.63925606)"
97,Feuer,circular,lila,9.6,"(2.0866227, 1.3053192)"
98,Wasser,shm,lila,6.9,"(2.097607, 1.150111)"
99,Luft,random,lila,9.6,"(2.0952256, 1.2095553)"
100,Boden,circular,lila,6.9,"(2.0959215, 1.1302538)"
101,Luft,circular,gelb,6.9,"(12.724763, -2.400115)"
102,Feuer,shm,lila,6.9,"(2.021751, 1.2580088)"
103,Luft,random,gelb,9.6,"(4.3818784, -3.8261611)"
104,Boden,shm,lila,6.9,"(2.0839264, 1.2206599)"
105,Erde,shm,gelb,9.6,"(11.236047, -0.3904086)"
106,Erde,random,blau,6.9,"(0.77792406, -0.7950072)"
107,Wasser,circular,gelb,9.6,"(1.860014, -4.3438344)"
108,Boden,zigzag,gelb,6.9,"(8.032024, -8.769352)"
109,Luft,circular,blau,6.9,"(7.218108, -1.184235)"
110,Erde,linear,rot,9.6,"(-0.79766095, 13.420752)"
111,Feuer,random,blau,6.9,"(2.0838451, 0.08447358)"
112,Boden,linear,blau,9.6,"(8.958645, -3.5827143)"
113,Boden,linear,blau,6.9,"(2.4977353, 0.8595651)"
114,Luft,circular,gelb,9.6,"(2.0091748, -4.7884526)"
115,Wasser,shm,blau,9.6,"(4.9450846, 1.1666372)"
116,Boden,random,rot,9.6,"(2.8607488, 1.1579305)"
117,Boden,zigzag,blau,9.6,"(-0.49309158, 1.6255813)"
118,Feuer,circular,blau,9.6,"(2.0378177, -3.5166411)"
119,Wasser,random,grun,9.6,"(2.081713, 1.3665462)"
120,Boden,shm,blau,6.9,"(2.65268, -0.6897087)"
121,Feuer,circular,rot,9.6,"(3.1341984, -0.4502239)"
122,Luft,circular,blau,6.9,"(7.0669665, -0.6435654)"
123,Erde,shm,gelb,6.9,"(7.2476006, -4.242213)"
124,Boden,shm,rot,6.9,"(3.595654, -2.0162961)"
125,Boden,circular,gelb,9.6,"(1.1355399, -4.031363)"
126,Erde,circular,rot,9.6,"(2.9686267, 0.04810998)"
127,Luft,zigzag,grun,9.6,"(1.8402869, 1.3505248)"
128,Feuer,shm,gelb,6.9,"(5.622708, -8.039291)"
129,Wasser,zigzag,lila,6.9,"(2.0376387, 1.254086)"
130,Feuer,linear,blau,9.6,"(0.053579018, 1.7278646)"
131,Wasser,circular,rot,6.9,"(5.251168, -0.079365306)"
132,Feuer,circular,lila,6.9,"(1.9963267, 1.3646464)"
133,Luft,circular,gelb,9.6,"(4.890049, -3.3741581)"
134,Wasser,circular,lila,6.9,"(2.030452, 1.3212073)"
135,Wasser,linear,gelb,9.6,"(10.652288, -0.065287635)"
136,Boden,zigzag,lila,6.9,"(1.9995213, 1.2449961)"
137,Wasser,shm,rot,9.6,"(4.953978, 0.5641993)"
138,Wasser,circular,gelb,6.9,"(12.385171, -2.3898704)"
139,Boden,circular,gelb,6.9,"(-1.1621674, -4.4770107)"
140,Boden,linear,lila,6.9,"(2.0851967, 1.1513563)"
141,Wasser,circular,blau,9.6,"(1.9920112, -3.0480387)"
142,Wasser,zigzag,blau,9.6,"(1.5549766, 1.8597414)"
143,Erde,zigzag,grun,9.6,"(1.9938701, 1.4793158)"
144,Wasser,random,blau,9.6,"(2.280339, 0.13938308)"
145,Wasser,shm,lila,6.9,"(2.1172557, 1.1509743)"
146,Erde,shm,gelb,9.6,"(11.304968, -0.2997001)"
147,Erde,random,rot,9.6,"(2.983166, 0.32701042)"
148,Feuer,circular,rot,6.9,"(2.120749, -4.6302648)"
149,Wasser,linear,gelb,9.6,"(-9.2198515, -3.723986)"
150,Erde,circular,grun,9.6,"(2.414599, 0.91097236)"
151,Feuer,random,gelb,9.6,"(2.8605409, -0.5979146)"
152,Erde,circular,blau,6.9,"(0.6170606, 1.9909201)"
153,Erde,zigzag,lila,9.6,"(2.3539345, 1.1541039)"
154,Erde,random,grun,6.9,"(2.5708623, 0.95397085)"
155,Boden,circular,lila,6.9,"(2.0381122, 1.2923745)"
156,Luft,random,gelb,6.9,"(1.7995646, -1.3055869)"
157,Luft,zigzag,grun,6.9,"(2.1539452, 1.1454327)"
158,Boden,shm,gelb,9.6,"(7.689345, -0.3736305)"
159,Boden,zigzag,blau,6.9,"(3.2888534, 1.2470102)"
160,Wasser,linear,rot,9.6,"(5.4356194, -0.4788619)"
161,Boden,circular,lila,6.9,"(2.0822868, 1.1200656)"
162,Luft,shm,blau,6.9,"(3.4417393, -0.24790424)"
163,Luft,zigzag,blau,6.9,"(3.1504607, 1.9205413)"
164,Erde,shm,gelb,9.6,"(7.2029934, 5.266411)"
165,Feuer,random,grun,9.6,"(2.2350934, 0.86459213)"
166,Luft,circular,gelb,6.9,"(12.613227, -2.4383671)"
167,Wasser,zigzag,gelb,9.6,"(1.1350895, -1.5813159)"
168,Luft,linear,gelb,6.9,"(-4.4726133, 13.254805)"
169,Erde,circular,gelb,6.9,"(14.764046, -2.1315808)"
170,Boden,linear,rot,9.6,"(4.6770787, -1.3078231)"
171,Feuer,linear,gelb,6.9,"(2.7808807, 12.843123)"
172,Feuer,circular,gelb,6.9,"(1.5552051, -8.682914)"
173,Feuer,circular,blau,9.6,"(3.7449954, -2.8963802)"
174,Luft,linear,lila,6.9,"(2.220599, 1.2376014)"
175,Feuer,circular,blau,9.6,"(2.0849097, -3.6070983)"
176,Boden,random,grun,6.9,"(2.1054432, 1.1862904)"
177,Boden,zigzag,gelb,6.9,"(-0.6175713, -0.5669628)"
178,Wasser,shm,gelb,9.6,"(6.54917, 4.481598)"
179,Boden,linear,lila,9.6,"(2.199486, 1.1402998)"
180,Boden,shm,lila,6.9,"(2.0992134, 1.2143327)"
181,Feuer,random,grun,6.9,"(2.0264869, 1.1535898)"
182,Boden,shm,gelb,6.9,"(4.5138717, -4.005325)"
183,Erde,random,lila,9.6,"(2.2076554, 1.1721866)"
184,Feuer,circular,lila,6.9,"(2.1418207, 1.0098938)"
185,Luft,circular,grun,9.6,"(2.331574, 0.5653748)"
186,Wasser,random,rot,6.9,"(1.7850624, 0.43197402)"
187,Erde,circular,grun,9.6,"(2.3810904, 0.90912306)"
188,Wasser,circular,blau,6.9,"(7.015081, -1.0236689)"
189,Wasser,random,lila,9.6,"(2.0454154, 1.2771327)"
190,Luft,circular,rot,9.6,"(2.8023484, 0.2924129)"
191,Boden,zigzag,grun,6.9,"(2.1404579, 1.241753)"
192,Luft,linear,grun,9.6,"(1.9785835, 1.4476541)"
193,Boden,random,blau,9.6,"(2.7177343, -0.53908914)"
194,Erde,linear,gelb,9.6,"(12.589568, -0.613823)"
195,Feuer,circular,blau,6.9,"(8.690104, -0.35276574)"
196,Luft,circular,gelb,6.9,"(1.1749213, -6.21995)"
197,Erde,circular,grun,6.9,"(1.8987601, 1.345646)"
198,Erde,circular,blau,6.9,"(7.727326, -0.5810478)"
199,Wasser,random,blau,9.6,"(0.5912174, 0.19752775)"
200,Erde,circular,lila,9.6,"(2.1327124, 1.1625468)"
201,Boden,circular,grun,9.6,"(2.1936462, 1.0461806)"
202,Feuer,linear,rot,9.6,"(7.323811, -1.4637783)"
203,Wasser,shm,gelb,6.9,"(6.8615475, -3.3536322)"
204,Boden,random,blau,6.9,"(2.1733792, -0.23612854)"
205,Wasser,linear,grun,9.6,"(2.2030191, 1.442249)"
206,Boden,random,blau,6.9,"(2.0365908, 0.4703485)"
207,Feuer,zigzag,lila,9.6,"(2.344269, 1.0818934)"
208,Luft,zigzag,grun,9.6,"(2.1393483, 1.1807462)"
209,Wasser,shm,blau,6.9,"(3.4472158, -0.26609075)"
210,Feuer,linear,blau,9.6,"(0.91295695, 1.9306686)"
211,Erde,shm,rot,9.6,"(5.438659, 0.45608413)"
212,Wasser,linear,rot,9.6,"(-2.6153944, -1.478605)"
213,Feuer,circular,rot,9.6,"(1.995384, -1.118329)"
214,Feuer,shm,rot,9.6,"(4.3514247, 3.4589648)"
215,Luft,random,blau,9.6,"(3.0640879, 1.1190673)"
216,Feuer,circular,blau,6.9,"(0.7705993, 2.507788)"
217,Feuer,random,blau,9.6,"(1.3393304, -0.46658248)"
218,Erde,random,blau,9.6,"(1.6095012, 0.55474484)"
219,Luft,circular,blau,9.6,"(1.8760165, -2.779699)"
220,Wasser,random,blau,9.6,"(2.3085868, -1.3745391)"
221,Boden,circular,blau,9.6,"(2.4248955, -1.8320388)"
222,Boden,circular,lila,6.9,"(2.102192, 1.086672)"
223,Erde,circular,lila,6.9,"(1.9799707, 1.2976114)"
224,Erde,shm,lila,9.6,"(2.1366415, 1.3113014)"
225,Wasser,shm,rot,6.9,"(4.3908916, -0.72216344)"
226,Erde,circular,lila,9.6,"(2.1776488, 1.066854)"
227,Boden,circular,lila,9.6,"(2.1261666, 1.0624098)"
228,Wasser,circular,gelb,9.6,"(1.8745745, -4.071339)"
229,Luft,circular,gelb,6.9,"(1.1025054, -6.2198486)"
230,Boden,shm,blau,9.6,"(2.9556, 1.1873674)"
231,Luft,shm,lila,6.9,"(2.083741, 1.1106788)"
232,Luft,random,blau,6.9,"(3.452504, -0.024635943)"
233,Wasser,shm,blau,6.9,"(2.7310002, 2.212209)"
234,Feuer,zigzag,lila,6.9,"(2.163474, 0.99161905)"
235,Erde,zigzag,lila,9.6,"(2.2100992, 1.1206713)"
236,Erde,linear,grun,9.6,"(1.8079967, 1.3172995)"
237,Erde,circular,blau,9.6,"(3.5398085, -2.8133159)"
238,Erde,random,grun,6.9,"(2.2341225, 0.7993445)"
239,Luft,random,lila,9.6,"(2.134403, 1.2554879)"
240,Wasser,random,blau,9.6,"(3.1986823, -1.0025778)"
241,Luft,linear,rot,6.9,"(3.0645218, -3.895789)"
242,Boden,linear,rot,6.9,"(2.4893117, 5.79272)"
243,Boden,shm,blau,6.9,"(2.2787542, 2.0976338)"
244,Boden,shm,grun,6.9,"(2.192696, 1.3849435)"
245,Feuer,circular,blau,9.6,"(2.209514, -3.8490849)"
246,Erde,circular,blau,9.6,"(1.9512945, -3.479843)"
247,Feuer,shm,gelb,6.9,"(7.1285043, -5.514047)"
248,Wasser,shm,rot,9.6,"(4.9361525, 0.6368697)"
249,Luft,shm,grun,9.6,"(2.4665778, 1.3310944)"
250,Wasser,zigzag,grun,9.6,"(1.8986983, 1.2735583)"
251,Boden,shm,lila,9.6,"(2.1236567, 1.2566566)"
252,Luft,circular,grun,6.9,"(2.7068465, 0.8820963)"
253,Wasser,circular,grun,6.9,"(1.9513047, 1.3373617)"
254,Feuer,circular,blau,6.9,"(0.7256158, 2.489472)"
255,Boden,circular,blau,6.9,"(0.32700807, 2.0932724)"
256,Erde,random,blau,9.6,"(3.3157125, -2.0640955)"
257,Boden,linear,grun,6.9,"(2.0807009, 1.1694425)"
258,Boden,zigzag,grun,6.9,"(2.1589081, 1.1554166)"
259,Erde,circular,rot,6.9,"(2.0961857, -3.6182847)"
260,Luft,zigzag,lila,6.9,"(2.1500738, 1.1664898)"
261,Feuer,zigzag,grun,6.9,"(2.2094162, 1.2536817)"
262,Wasser,zigzag,rot,6.9,"(3.0771909, -1.0303044)"
263,Luft,circular,lila,9.6,"(2.1313145, 1.1357607)"
264,Luft,circular,lila,6.9,"(2.0368652, 1.3172802)"
265,Feuer,circular,lila,9.6,"(2.0749385, 1.2121807)"
266,Erde,circular,lila,6.9,"(2.1130373, 1.0566311)"
267,Luft,zigzag,rot,6.9,"(4.676244, -5.397672)"
268,Luft,random,gelb,6.9,"(4.397229, -1.5644634)"
269,Boden,zigzag,blau,6.9,"(2.6833794, 1.7925203)"
270,Erde,random,lila,6.9,"(2.100659, 1.1313721)"
271,Boden,linear,blau,6.9,"(2.7044659, 2.7436996)"
272,Feuer,circular,gelb,9.6,"(6.13223, -5.5883636)"
273,Feuer,random,gelb,6.9,"(0.13826124, -2.984603)"
274,Feuer,linear,gelb,6.9,"(4.9652085, -8.396537)"
275,Feuer,zigzag,gelb,6.9,"(-1.7673588, 0.39984927)"
276,Luft,zigzag,lila,6.9,"(2.1453612, 1.1660961)"
277,Boden,random,gelb,6.9,"(-1.353554, 2.501517)"
278,Feuer,linear,lila,6.9,"(2.07613, 1.4013156)"
279,Luft,zigzag,rot,6.9,"(5.3327694, -2.3615983)"
280,Feuer,shm,lila,9.6,"(2.1196551, 1.2624677)"
281,Boden,random,gelb,6.9,"(1.8672625, -0.35709596)"
282,Erde,random,lila,9.6,"(2.0675206, 1.1276925)"
283,Boden,zigzag,blau,9.6,"(0.66087925, 2.2112784)"
284,Boden,shm,grun,6.9,"(2.1854775, 1.360179)"
285,Feuer,random,gelb,9.6,"(1.4916598, -2.395808)"
286,Boden,zigzag,lila,9.6,"(2.1537771, 1.1628006)"
287,Feuer,circular,rot,9.6,"(2.0444105, -1.2922597)"
288,Luft,random,gelb,6.9,"(6.437677, -0.053953264)"
289,Wasser,circular,blau,9.6,"(3.4020724, -2.2247264)"
290,Luft,zigzag,blau,6.9,"(2.9764993, -0.091032155)"
291,Erde,linear,gelb,6.9,"(4.527464, -7.385115)"
292,Luft,linear,gelb,6.9,"(4.189801, -6.317919)"
293,Erde,zigzag,rot,6.9,"(6.6061215, -5.5983377)"
294,Wasser,circular,blau,6.9,"(0.8058907, 1.8039017)"
295,Feuer,linear,lila,6.9,"(2.0640945, 1.4323239)"
296,Feuer,shm,blau,6.9,"(3.332943, -0.6119831)"
297,Luft,zigzag,blau,6.9,"(3.3608024, 1.7360529)"
298,Wasser,linear,rot,6.9,"(0.8926635, -7.916839)"
299,Erde,zigzag,rot,9.6,"(-2.0639534, 3.4037335)"
300,Feuer,shm,rot,6.9,"(4.2738557, -4.0522056)"
301,Erde,zigzag,grun,6.9,"(2.2278996, 1.2085475)"
302,Boden,circular,lila,9.6,"(2.075126, 1.1712552)"
303,Luft,linear,rot,9.6,"(5.6627097, -0.47234374)"
304,Luft,zigzag,grun,9.6,"(2.103418, 1.3878032)"
305,Wasser,circular,grun,6.9,"(1.9679574, 1.3552599)"
306,Erde,zigzag,lila,6.9,"(2.0334604, 1.315561)"
307,Feuer,shm,rot,6.9,"(4.417126, -1.7033412)"
308,Wasser,random,rot,6.9,"(2.7906685, -1.9905216)"
309,Feuer,circular,lila,9.6,"(2.1370592, 1.0091383)"
310,Luft,zigzag,grun,9.6,"(1.8240834, 1.2805624)"
311,Wasser,random,rot,9.6,"(0.69096637, 2.7410958)"
312,Luft,shm,lila,6.9,"(2.0640585, 1.261219)"
313,Feuer,random,rot,6.9,"(2.4827616, 0.6302893)"
314,Erde,linear,grun,6.9,"(2.0891025, 1.2829716)"
315,Luft,linear,rot,6.9,"(3.0232422, -3.8551488)"
316,Wasser,circular,rot,9.6,"(2.8243759, 0.2987674)"
317,Luft,zigzag,gelb,9.6,"(1.5772713, 6.280521)"
318,Feuer,zigzag,lila,6.9,"(2.1507022, 1.0060992)"
319,Luft,circular,blau,6.9,"(7.11944, -0.29839686)"
320,Wasser,circular,gelb,9.6,"(1.8113948, -4.265071)"
321,Erde,circular,blau,6.9,"(7.8013396, -1.2004048)"
322,Boden,circular,lila,9.6,"(2.0882888, 1.2346674)"
323,Boden,circular,lila,9.6,"(2.092964, 1.1612486)"
324,Erde,circular,lila,6.9,"(2.0893378, 1.054144)"
325,Feuer,shm,rot,6.9,"(4.4282103, -1.6609987)"
326,Wasser,circular,rot,6.9,"(5.2728415, -0.045486495)"
327,Feuer,circular,grun,9.6,"(2.5052738, 0.906225)"
328,Erde,linear,blau,6.9,"(3.1785843, 0.23194326)"
329,Wasser,shm,rot,6.9,"(4.4187856, -0.6345357)"
330,Boden,circular,grun,6.9,"(1.8553847, 1.4158007)"
331,Erde,circular,rot,6.9,"(6.3060937, -0.07281874)"
332,Luft,random,grun,6.9,"(2.3363972, 0.96645623)"
333,Boden,linear,rot,9.6,"(4.82429, -1.2387778)"
334,Boden,circular,lila,9.6,"(2.0858786, 1.0954709)"
335,Wasser,linear,gelb,6.9,"(-4.423411, 12.9595375)"
336,Luft,linear,grun,9.6,"(2.8896625, 0.7061364)"
337,Boden,shm,gelb,9.6,"(4.538029, 1.2834237)"
338,Feuer,zigzag,blau,9.6,"(1.6124368, 0.6961731)"
339,Feuer,linear,grun,9.6,"(1.888308, 1.3869549)"
340,Boden,linear,rot,9.6,"(0.24582736, 10.041097)"
341,Boden,circular,grun,6.9,"(1.8349252, 1.4010116)"
342,Luft,linear,gelb,9.6,"(-3.096825, 22.326233)"
343,Boden,circular,gelb,9.6,"(1.0427394, -3.9723818)"
344,Luft,circular,blau,6.9,"(7.1456256, -1.1987718)"
345,Erde,linear,blau,9.6,"(1.0705954, 2.4502702)"
346,Wasser,linear,lila,9.6,"(2.1144478, 1.2769029)"
347,Feuer,random,lila,6.9,"(2.0553193, 1.1201754)"
348,Boden,shm,rot,9.6,"(4.0954747, 0.64873296)"
349,Boden,circular,grun,6.9,"(1.8506204, 1.3931752)"
350,Luft,circular,rot,9.6,"(2.1720357, -0.32479367)"
351,Wasser,random,rot,6.9,"(2.303877, 0.56094944)"
352,Boden,zigzag,grun,9.6,"(2.1463146, 1.2773162)"
353,Luft,random,grun,9.6,"(2.0965176, 1.0809624)"
354,Luft,circular,blau,6.9,"(0.77296555, 1.7175353)"
355,Wasser,shm,rot,9.6,"(4.0525985, 2.75824)"
356,Boden,random,grun,6.9,"(2.391371, 1.1186708)"
357,Wasser,shm,blau,9.6,"(4.909951, 1.1608105)"
358,Feuer,shm,lila,6.9,"(2.0143209, 1.2173812)"
359,Boden,random,lila,9.6,"(2.0844479, 1.2374047)"
360,Feuer,random,grun,9.6,"(2.0829847, 1.3553977)"
361,Erde,shm,rot,9.6,"(5.480271, 0.47471523)"
362,Erde,linear,grun,6.9,"(2.1683478, 1.3084644)"
363,Feuer,zigzag,blau,6.9,"(3.6714745, 1.9476053)"
364,Erde,random,rot,6.9,"(2.821372, 1.1898268)"
365,Feuer,shm,blau,6.9,"(3.2995048, -0.5929585)"
366,Luft,circular,lila,6.9,"(2.0395863, 1.278422)"
367,Erde,shm,lila,6.9,"(2.0931373, 1.103899)"
368,Feuer,circular,lila,9.6,"(2.095993, 1.2483324)"
369,Boden,linear,lila,9.6,"(2.1959043, 1.1337271)"
370,Feuer,circular,blau,9.6,"(3.7539418, -2.8580248)"
371,Feuer,random,grun,6.9,"(1.8155487, 0.7376055)"
372,Wasser,circular,grun,6.9,"(2.7077491, 0.8662787)"
373,Wasser,shm,blau,6.9,"(3.400712, -0.27829745)"
374,Luft,random,blau,6.9,"(3.331206, 1.119794)"
375,Erde,linear,rot,6.9,"(-1.9746245, 9.229174)"
376,Erde,linear,lila,6.9,"(2.053974, 0.98962516)"
377,Boden,random,gelb,9.6,"(2.5190108, 1.3576286)"
378,Luft,circular,blau,6.9,"(7.1072245, -0.73439616)"
379,Luft,linear,grun,9.6,"(1.7543869, 1.3074625)"
380,Luft,circular,rot,6.9,"(5.4171824, 0.015698044)"
381,Erde,random,blau,6.9,"(2.5868504, -1.1075253)"
382,Feuer,random,gelb,6.9,"(3.3617811, -0.3812142)"
383,Erde,linear,lila,9.6,"(2.2618048, 1.0635536)"
384,Boden,circular,gelb,9.6,"(1.0690624, -3.7744002)"
385,Wasser,circular,gelb,6.9,"(12.267213, -1.9923171)"
386,Feuer,zigzag,grun,6.9,"(2.1714878, 1.1691406)"
387,Wasser,shm,gelb,9.6,"(6.5701447, 4.473206)"
388,Wasser,shm,lila,6.9,"(2.0921075, 1.1447314)"
389,Wasser,shm,rot,6.9,"(4.3636227, -0.68507844)"
390,Wasser,circular,grun,6.9,"(1.9428561, 1.3511689)"
391,Erde,circular,blau,9.6,"(3.504759, -2.7793548)"
392,Luft,linear,grun,6.9,"(2.0961637, 1.285036)"
393,Feuer,random,gelb,6.9,"(3.7965693, -5.2707787)"
394,Erde,circular,grun,9.6,"(2.3102787, 0.516877)"
395,Erde,random,grun,6.9,"(2.243871, 0.61445683)"
396,Boden,linear,lila,9.6,"(2.1219354, 1.2443724)"
397,Wasser,circular,lila,9.6,"(2.146293, 1.069819)"
398,Erde,linear,grun,9.6,"(1.9328601, 1.4198984)"
399,Erde,circular,grun,9.6,"(2.3811784, 0.9279292)"
400,Wasser,circular,rot,9.6,"(2.2109625, -0.33839813)"
401,Feuer,zigzag,grun,6.9,"(2.173754, 1.1518817)"
402,Feuer,circular,gelb,6.9,"(17.282862, -1.5522944)"
403,Luft,zigzag,rot,9.6,"(-5.4723325, 1.628151)"
404,Luft,circular,grun,6.9,"(2.684252, 0.8500569)"
405,Feuer,circular,rot,9.6,"(3.1700754, -0.35291746)"
406,Feuer,linear,blau,9.6,"(0.9259461, 1.9429085)"
407,Luft,linear,gelb,6.9,"(0.34109038, -16.183403)"
408,Wasser,random,blau,9.6,"(3.3843074, -1.5679654)"
409,Boden,shm,rot,9.6,"(3.0165408, 1.3682885)"
410,Wasser,linear,gelb,6.9,"(4.0894194, -6.043547)"
411,Boden,circular,blau,6.9,"(6.8800397, -1.863221)"
412,Erde,shm,gelb,9.6,"(7.339657, 5.1527014)"
413,Erde,linear,rot,6.9,"(-1.9699352, 9.145199)"
414,Luft,random,gelb,9.6,"(1.1167605, -0.18695584)"
415,Feuer,linear,gelb,9.6,"(14.597494, -1.1270801)"
416,Feuer,circular,gelb,6.9,"(1.4424361, -8.516977)"
417,Feuer,zigzag,lila,9.6,"(2.3028018, 1.2852126)"
418,Erde,linear,lila,6.9,"(2.0660188, 1.3716793)"
419,Boden,random,rot,6.9,"(1.8198087, 0.3899131)"
